订单号,聚类种类,食品区,饮料区,日用品区,电器区,礼品区,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,产生时刻
102,类别2,830,605,412,101,179,75,96,96,80,93,73,84,72,78,83,64,63,58,58,53,63,69,68,52,57,48,42,45,39,39,38,47,30,41,43,6,4,14,9,10,14,11,8,16,9,14,12,26,25,21,19,17,11,18,16,3209
105,类别2,829,604,407,104,211,91,67,66,77,90,100,71,89,96,82,55,59,73,49,56,63,47,65,70,67,40,51,40,50,42,35,48,28,33,40,12,13,9,6,7,11,14,8,8,16,23,22,28,19,14,29,23,14,19,20,3366
107,类别2,817,605,379,126,195,91,69,84,81,87,75,79,91,80,80,65,65,57,61,54,70,62,61,51,59,42,38,38,30,39,33,55,32,33,39,15,7,9,11,12,15,7,23,10,17,28,17,17,19,18,28,14,18,17,19,3431
108,类别2,849,562,417,101,219,87,88,83,87,93,81,93,78,67,92,52,61,59,53,58,59,60,59,47,54,36,42,38,34,56,37,54,48,37,35,16,9,8,11,13,15,8,2,9,10,16,15,24,17,25,17,28,20,30,27,3437
110,类别2,841,591,395,109,168,73,100,79,89,82,89,100,58,84,87,63,58,48,53,75,53,54,61,57,69,46,27,34,41,54,30,42,42,41,38,8,7,14,12,15,11,13,8,8,13,13,18,19,19,15,22,14,18,16,14,3467
114,类别2,828,624,386,90,199,69,84,95,80,81,95,86,66,92,80,57,65,73,61,70,67,60,53,60,58,37,52,38,30,41,49,36,42,32,29,7,12,11,9,6,6,10,11,7,11,18,17,17,17,15,29,26,27,19,14,3541
115,类别2,841,591,420,93,202,93,88,72,75,88,78,95,78,85,89,49,54,69,52,53,67,57,67,64,59,37,42,46,44,40,52,39,40,39,41,13,15,7,8,7,8,7,12,14,2,22,14,19,27,24,24,16,9,30,17,3545
119,类别2,814,598,378,100,187,65,86,89,99,90,68,86,68,81,82,62,60,65,64,65,59,54,62,50,57,48,33,33,28,43,43,34,41,35,40,5,10,10,9,11,11,8,13,7,16,20,14,17,19,16,13,27,17,26,18,3671
120,类别2,819,610,396,108,198,88,81,89,73,80,67,81,94,80,86,49,65,68,51,63,66,55,50,81,62,34,46,41,39,30,35,49,43,43,36,9,13,6,9,8,13,8,10,20,12,23,18,16,19,22,19,14,18,21,28,3686
134,类别2,836,575,378,122,188,82,73,94,65,88,97,84,86,82,85,61,62,51,70,57,55,62,46,63,48,46,34,38,42,31,28,35,42,34,48,17,11,13,11,7,13,11,16,12,11,23,20,19,19,22,20,20,18,15,12,4093
136,类别2,837,591,409,93,217,82,84,89,78,79,92,84,83,86,80,60,55,57,54,61,56,61,59,65,63,37,29,38,50,41,37,41,35,58,43,7,12,6,7,9,11,11,12,11,7,22,21,23,24,28,16,19,20,22,22,4118
141,类别2,821,590,438,95,206,84,94,74,73,95,73,94,87,72,75,57,58,62,64,54,62,48,62,56,67,32,44,47,41,38,50,45,52,49,40,10,12,7,6,8,15,7,9,9,12,19,20,20,23,18,18,23,17,23,25,4205
148,类别2,851,589,391,88,205,81,62,97,99,95,95,70,91,87,74,64,58,48,48,64,56,65,62,60,64,34,40,34,43,44,44,42,33,47,30,9,5,10,8,6,9,9,12,9,11,25,18,18,25,24,15,13,21,24,22,4380
158,类别2,815,603,415,106,223,75,80,82,77,88,80,80,87,83,83,48,62,66,60,67,59,65,57,62,57,51,29,39,33,48,39,50,45,42,39,11,9,12,10,13,10,6,11,9,15,22,25,23,24,21,19,18,25,18,28,4743
159,类别2,834,608,395,116,206,94,78,70,83,82,98,81,71,85,92,57,66,57,63,69,77,64,57,47,51,38,36,41,46,37,41,46,37,36,37,11,12,10,15,9,10,9,15,17,8,18,25,22,21,17,26,19,23,18,17,4760
163,类别2,857,586,408,101,200,72,90,98,75,88,99,87,71,94,83,56,57,57,60,65,68,68,49,48,58,50,30,48,45,47,40,46,39,36,27,6,16,10,14,9,8,10,12,7,9,17,24,19,24,18,23,21,18,18,18,4999
164,类别2,823,604,387,101,179,81,98,78,75,81,77,73,97,85,78,65,57,56,53,51,64,61,66,73,58,50,40,48,36,37,42,31,39,34,30,10,7,10,13,9,11,16,10,9,6,18,18,23,16,14,13,21,11,23,22,5026
167,类别2,828,610,369,94,195,93,72,73,80,93,89,76,92,79,81,62,69,53,75,63,55,63,61,56,53,30,26,40,46,34,32,38,47,32,44,5,9,11,14,12,14,7,11,7,4,19,17,14,23,23,21,18,16,16,28,5205
169,类别2,852,556,407,101,181,88,94,94,77,76,87,89,98,71,78,49,53,57,55,62,54,52,64,62,48,33,40,46,40,52,46,36,41,32,41,26,9,10,10,5,9,12,7,7,6,17,22,14,16,13,18,23,20,22,16,5246
170,类别2,829,606,419,94,211,91,75,61,96,88,86,84,92,77,79,57,55,63,64,53,53,64,68,71,58,49,37,36,46,31,38,36,49,41,56,10,15,11,9,4,5,9,10,11,10,17,22,16,22,22,20,29,20,24,19,5292
184,类别2,839,617,389,91,212,73,93,70,93,81,90,97,90,67,85,55,58,58,72,64,77,62,57,57,57,47,32,38,43,29,37,49,41,40,33,8,13,8,8,12,12,6,7,6,11,22,25,10,21,19,21,18,21,26,29,5556
189,类别2,844,607,360,107,182,72,87,77,95,91,76,86,85,92,83,60,53,77,57,73,44,59,62,56,66,42,32,31,39,52,24,43,34,33,30,11,7,13,13,14,7,12,13,12,5,22,17,18,21,19,17,17,21,15,15,5807
198,类别2,854,600,402,89,207,100,84,91,80,79,82,71,87,82,98,60,53,57,66,55,63,58,71,57,60,51,35,40,46,35,36,43,46,37,33,7,5,12,6,13,9,13,9,7,8,14,16,17,21,19,23,24,26,19,28,6027
207,类别2,817,605,404,92,206,81,94,76,92,68,86,91,80,77,72,64,55,56,73,67,58,65,54,60,53,36,50,45,45,35,42,49,35,33,34,16,10,11,6,5,11,6,5,11,11,14,23,19,18,19,24,22,22,17,28,6278
209,类别2,812,602,431,86,193,80,71,82,83,70,83,80,77,99,87,59,53,49,56,60,61,63,71,68,62,33,36,45,45,39,45,44,47,38,59,12,7,9,8,7,7,7,10,8,11,24,20,14,27,11,20,15,18,18,26,6350
212,类别2,839,617,427,100,210,78,88,82,77,68,91,87,86,86,96,65,59,58,60,63,70,61,55,73,53,58,39,35,40,48,33,40,44,46,44,10,12,9,11,9,12,11,9,9,8,20,19,20,36,21,20,19,19,20,16,6501
213,类别2,859,584,406,97,196,86,83,77,89,79,96,86,79,93,91,51,61,59,54,60,52,64,66,62,55,41,36,51,46,41,31,46,39,38,37,11,7,5,12,13,13,10,12,7,7,13,29,23,13,13,21,18,22,19,25,6528
218,类别2,834,578,414,96,190,96,89,70,75,84,96,91,85,78,70,65,69,58,55,55,45,57,56,62,56,42,40,41,49,51,35,34,39,39,44,7,11,7,10,13,7,12,6,10,13,19,10,19,21,25,19,22,22,19,14,6707
222,类别2,813,604,450,96,194,74,82,83,75,84,81,90,83,87,74,60,50,55,72,66,54,61,57,68,61,49,48,43,49,43,44,43,48,33,50,8,12,6,10,7,11,14,9,8,11,18,20,24,19,17,25,17,20,20,14,6827
225,类别2,903,602,422,114,220,85,95,87,98,92,94,93,95,77,87,71,71,53,55,60,63,50,62,60,57,34,33,47,37,43,52,39,35,56,46,7,14,11,17,15,11,9,10,9,11,25,24,26,24,16,21,22,17,22,23,6947
233,类别2,823,611,406,93,195,82,79,91,86,81,79,65,96,78,86,55,51,57,66,65,70,61,65,58,63,30,39,44,51,38,28,43,52,46,35,8,7,6,8,9,16,14,7,10,8,18,18,14,23,15,30,18,24,17,18,7178
240,类别2,865,561,375,100,207,82,99,93,67,100,91,86,70,86,91,53,59,48,58,45,52,74,50,62,60,32,40,33,34,34,40,39,37,37,49,12,9,7,13,8,9,5,13,11,13,29,9,14,18,17,21,31,23,19,26,7297
242,类别2,823,582,412,105,206,87,75,82,96,65,90,78,85,93,72,55,70,62,51,66,56,53,60,59,50,36,36,38,39,49,40,52,49,39,34,11,7,15,11,15,9,10,11,11,5,29,19,21,22,21,25,16,20,15,18,7345
245,类别2,823,615,370,91,187,75,75,94,74,84,88,82,80,90,81,64,65,65,56,67,54,69,57,59,59,37,58,34,33,23,36,38,39,46,26,12,9,9,7,11,10,10,5,7,11,19,17,8,29,22,21,15,20,19,17,7418
254,类别2,834,617,404,127,204,90,87,85,79,91,100,78,86,70,68,52,80,55,81,63,61,62,72,46,45,36,33,47,44,43,29,41,46,41,44,11,15,11,12,13,14,14,13,11,13,20,19,20,23,26,15,25,18,19,19,7689
258,类别2,857,568,419,109,197,100,86,72,88,80,76,80,100,91,84,66,59,64,58,54,56,41,54,69,47,41,41,42,35,40,45,44,39,43,49,7,10,10,11,16,6,13,8,13,15,19,21,16,24,17,16,17,17,24,26,7797
265,类别2,869,595,376,77,197,82,72,99,90,92,89,100,89,79,77,60,43,59,55,70,70,69,64,57,48,33,37,34,39,35,37,45,39,44,33,5,7,5,7,6,8,5,13,15,6,14,24,17,20,21,25,23,20,24,9,7915
268,类别2,834,604,388,115,190,88,83,98,90,80,65,70,99,74,87,65,79,50,54,55,54,58,68,71,50,40,41,35,42,42,38,39,41,38,32,9,10,11,20,10,12,8,12,14,9,18,9,21,16,17,13,29,23,18,26,8032
271,类别2,823,594,396,102,196,91,91,77,74,84,78,89,79,79,81,63,42,55,58,56,75,61,59,62,63,48,41,38,43,34,36,36,46,39,35,12,8,12,7,9,13,10,9,11,11,18,20,18,19,20,27,14,18,27,15,8103
272,类别2,847,615,392,117,184,91,98,86,83,77,80,81,94,89,68,63,52,60,56,69,72,61,54,59,69,40,32,40,47,48,33,30,43,40,39,12,9,9,8,11,13,14,15,12,14,18,16,19,16,23,23,9,16,21,23,8174
274,类别2,850,598,384,79,210,80,91,95,79,80,79,67,92,91,96,65,79,55,44,57,70,65,49,56,58,45,35,38,37,41,34,35,37,36,46,8,7,10,11,10,9,3,8,4,9,21,25,16,22,20,12,25,21,27,21,8349
278,类别2,849,624,359,96,193,79,94,90,81,91,75,97,73,96,73,63,57,52,64,53,58,66,63,79,69,42,30,34,29,37,28,35,39,38,47,8,6,9,8,19,9,12,8,7,10,13,17,21,20,15,17,20,27,18,25,8448
280,类别2,829,585,441,116,185,93,95,84,86,75,85,83,81,83,64,69,58,51,41,68,58,60,66,58,56,45,31,45,30,51,55,40,48,58,38,12,9,12,7,17,11,11,12,11,14,22,24,20,23,21,19,18,12,12,14,8542
283,类别2,858,596,409,106,233,81,80,85,83,99,95,91,89,71,84,59,78,52,57,59,55,60,63,43,70,34,35,48,38,34,60,42,31,48,39,11,8,15,8,8,15,11,6,8,16,29,24,31,14,32,18,30,25,15,15,8588
284,类别2,816,598,415,92,199,74,82,84,88,80,85,81,70,100,72,53,61,56,68,55,64,74,49,66,52,44,37,52,42,40,36,44,40,32,48,10,8,4,6,7,8,14,13,12,10,23,19,27,13,17,17,22,15,28,18,8668
289,类别2,840,618,404,83,177,90,100,85,72,83,94,74,63,89,90,61,55,81,62,62,67,59,60,54,57,38,34,39,50,31,43,31,55,46,37,14,8,8,6,7,9,7,9,6,9,19,18,14,19,20,21,20,15,10,21,8923
290,类别2,841,609,414,100,200,84,73,76,95,90,81,72,85,100,85,69,79,71,51,49,49,60,58,49,74,30,44,45,55,49,41,31,46,40,33,14,14,11,11,6,9,6,10,10,9,19,19,30,19,28,17,18,13,12,25,9002
294,类别2,864,636,394,107,206,99,87,82,95,84,89,87,83,76,82,82,58,60,54,68,70,67,51,58,68,31,35,55,43,50,38,35,36,36,35,7,10,8,13,17,14,11,5,14,8,21,16,22,30,19,19,21,20,20,18,9055
297,类别2,852,614,433,89,230,94,83,92,85,78,91,90,82,82,75,73,75,76,57,54,34,59,67,60,59,51,40,49,43,41,31,40,47,42,49,8,14,14,5,12,12,6,6,6,6,25,13,31,28,22,29,22,17,21,22,9141
298,类别2,873,565,402,108,199,91,84,95,91,87,91,86,96,63,89,55,65,59,54,61,56,54,54,59,48,33,49,48,31,36,39,42,51,35,38,9,12,9,12,13,13,10,7,11,12,24,19,26,16,11,18,20,20,27,18,9150
299,类别2,819,595,387,103,188,77,94,83,73,87,68,82,83,88,84,52,60,55,56,68,50,69,58,62,65,48,39,38,27,39,45,31,39,46,35,14,8,7,11,13,10,11,17,6,6,18,13,17,17,24,15,17,24,26,17,9169
300,类别2,853,606,398,111,213,95,80,100,85,75,90,87,83,80,78,67,64,70,45,54,63,60,72,55,56,42,49,54,35,36,29,42,37,39,35,10,7,7,7,15,13,13,14,10,15,20,19,25,23,25,16,20,15,36,14,9184
301,类别2,861,593,411,91,211,86,83,78,67,88,100,87,93,85,94,59,48,66,64,62,57,59,78,49,51,43,47,46,40,53,29,46,33,35,39,14,8,6,10,10,11,7,7,6,12,25,20,15,18,23,28,23,21,13,25,9200
304,类别2,827,597,421,100,198,83,84,84,94,83,56,89,86,94,74,56,63,77,72,47,61,59,52,60,50,41,39,43,43,40,57,39,41,43,35,8,9,12,13,6,13,14,11,9,5,18,16,19,20,20,18,21,21,30,15,9364
313,类别2,841,631,368,102,205,97,80,68,92,83,92,85,88,76,80,64,45,77,64,80,69,58,53,63,58,39,35,39,37,45,37,34,36,34,32,15,6,11,9,10,13,9,12,10,7,14,26,15,21,14,18,24,28,25,20,9565
317,类别2,824,615,380,91,196,85,83,83,85,76,83,71,79,79,100,63,41,72,63,59,68,54,67,72,56,34,34,50,34,37,42,33,33,41,42,7,9,10,12,8,10,9,8,8,10,22,18,23,19,22,16,27,12,16,21,9732
321,类别2,846,600,397,104,209,74,83,74,72,100,100,78,90,96,79,67,51,64,63,53,49,55,63,66,69,33,35,46,53,54,32,28,38,39,39,8,13,15,8,5,13,9,11,11,11,24,17,12,22,27,25,30,16,22,14,9901
334,类别2,863,584,391,103,204,95,76,80,98,75,96,85,86,86,86,56,49,65,74,56,63,61,53,61,46,33,36,33,46,46,39,39,31,52,36,12,11,8,9,11,9,12,10,8,13,16,19,18,18,24,22,20,18,26,23,10215
338,类别2,844,582,406,98,166,98,79,94,74,74,97,73,76,97,82,55,67,59,63,59,53,54,59,55,58,44,36,49,42,38,49,41,29,43,35,13,11,12,10,10,4,4,13,9,12,10,15,14,16,21,23,13,11,11,32,10270
339,类别2,825,599,422,104,205,75,78,77,67,93,99,76,83,85,92,56,55,57,68,65,68,54,59,66,51,35,34,49,46,44,41,35,50,45,43,14,11,10,11,9,13,10,8,11,7,20,20,17,19,14,29,21,15,21,29,10314
343,类别2,838,600,393,117,207,94,79,89,70,92,80,83,87,86,78,49,67,48,64,70,74,53,57,60,58,43,49,31,26,30,34,51,40,41,48,7,11,16,21,13,10,12,6,9,12,19,27,22,23,22,20,12,22,22,18,10470
349,类别2,832,602,423,113,195,70,80,80,92,82,97,83,76,81,91,45,64,59,64,67,61,59,64,64,55,43,58,38,36,35,34,52,41,43,43,11,10,8,10,12,12,18,9,13,10,19,23,19,23,15,17,15,20,25,19,10753
353,类别2,820,604,411,85,225,75,72,64,84,79,96,81,86,83,100,66,50,66,60,71,54,57,57,59,64,43,40,50,30,43,46,43,40,42,34,10,8,9,10,10,8,9,6,8,7,25,23,28,22,29,13,19,22,26,18,10990
354,类别2,844,625,397,77,201,89,76,84,81,98,88,76,77,81,94,66,54,60,46,66,67,65,67,64,70,39,42,38,29,42,49,45,37,35,41,5,12,8,9,2,8,6,5,9,13,22,16,19,27,19,18,22,17,18,23,10991
361,类别2,820,588,380,108,233,90,68,77,80,100,83,85,75,85,77,67,74,54,46,66,70,61,47,59,44,40,30,36,38,33,40,35,40,53,35,9,6,9,7,18,12,8,10,19,10,22,19,28,28,19,26,19,23,26,23,11228
362,类别2,837,611,421,108,196,94,89,67,94,79,77,92,75,85,85,70,55,53,69,56,59,74,61,67,47,49,50,37,41,33,47,41,41,44,38,9,15,10,9,10,17,8,8,12,10,23,20,16,21,19,18,17,12,29,21,11228
370,类别2,836,567,414,109,200,85,80,86,78,86,85,84,85,79,88,50,62,54,58,54,63,41,66,65,54,38,41,44,41,39,45,44,31,48,43,8,8,11,16,11,8,9,15,12,11,25,23,12,16,22,23,14,23,19,23,11622
375,类别2,823,618,414,104,191,93,81,71,83,61,78,78,88,91,99,74,53,69,70,53,77,61,58,52,51,44,28,40,38,43,42,45,55,35,44,10,6,10,10,14,9,12,8,12,13,21,13,18,20,18,13,18,19,32,19,11770
378,类别2,819,592,379,100,191,76,85,87,89,82,75,85,76,84,80,56,57,66,57,52,58,53,62,64,67,35,34,33,37,44,36,46,44,36,34,9,6,14,9,11,12,10,6,9,14,18,18,23,25,22,22,20,21,10,12,11850
386,类别2,823,583,413,105,216,86,84,84,75,78,77,92,78,74,95,55,68,68,47,66,58,40,56,55,70,39,45,44,39,33,47,40,37,45,44,7,12,13,12,11,13,10,5,12,10,28,16,22,18,23,20,31,15,20,23,12047
403,类别2,845,548,422,88,201,75,99,91,94,69,79,84,71,95,88,55,55,59,58,57,60,45,58,52,49,45,41,46,37,41,39,55,41,42,35,5,13,9,12,9,10,6,6,9,9,20,27,17,25,18,14,22,10,29,19,12610
405,类别2,826,604,409,96,205,98,80,59,85,95,77,80,65,87,100,60,65,49,52,66,63,58,71,61,59,36,48,46,44,40,37,39,43,32,44,8,7,12,4,10,15,12,10,10,8,25,20,24,14,21,16,24,27,20,14,12635
414,类别2,843,639,391,100,202,88,78,80,70,86,77,87,88,93,96,67,82,57,69,57,68,68,65,52,54,46,47,40,33,35,40,36,41,39,34,13,9,10,5,15,8,11,13,5,11,21,17,20,23,20,20,19,20,18,24,13037
420,类别2,833,598,442,83,195,75,85,100,82,95,80,69,91,82,74,61,54,58,62,63,57,55,75,60,53,46,40,30,47,44,39,48,52,44,52,9,8,4,10,9,8,7,11,12,5,16,16,19,17,15,17,25,29,21,20,13218
423,类别2,860,551,407,103,203,78,90,81,82,92,80,82,100,85,90,70,48,68,51,61,46,42,51,61,53,41,37,50,35,42,30,46,44,40,42,15,14,9,12,6,5,8,5,12,17,25,20,22,19,20,16,16,18,32,15,13309
425,类别2,816,604,413,114,196,100,82,79,89,73,73,63,91,80,86,63,63,64,51,48,65,46,66,66,72,35,45,43,37,35,53,48,36,29,52,8,12,11,13,16,11,13,11,9,10,14,14,24,22,17,21,18,21,19,26,13403
428,类别2,841,606,426,100,225,79,78,89,75,84,80,95,89,90,82,63,65,89,60,51,60,61,56,46,55,42,40,47,40,50,53,40,37,36,41,9,12,9,12,13,13,8,6,9,9,17,20,20,18,21,29,28,16,33,23,13475
432,类别2,821,605,387,100,239,79,78,83,81,96,90,82,77,90,65,63,58,65,73,60,56,65,52,57,56,41,42,39,41,32,33,50,47,28,34,14,7,9,9,13,7,14,13,7,7,19,21,23,28,23,23,31,25,26,20,13537
433,类别2,828,614,411,101,196,81,85,83,78,97,91,76,79,74,84,64,54,70,58,69,58,52,48,59,82,45,42,45,38,44,42,45,39,39,32,15,8,13,8,6,6,7,10,14,14,22,11,20,28,13,18,26,22,15,21,13556
436,类别2,851,591,393,103,188,88,80,82,90,85,77,92,94,80,83,58,72,56,59,44,66,63,47,65,61,37,44,36,38,39,38,38,41,42,40,10,9,11,10,5,7,10,16,15,10,23,22,20,16,14,18,25,22,11,17,13701
447,类别2,843,596,427,101,192,79,75,80,89,84,90,86,87,85,88,53,68,68,56,67,67,51,63,61,42,38,51,54,39,43,40,34,52,34,42,9,13,9,7,10,9,13,10,10,11,19,14,21,23,22,15,13,17,25,23,14102
448,类别2,831,567,387,99,212,74,80,81,90,90,73,84,87,85,87,50,55,50,57,68,54,66,63,48,56,37,40,34,39,52,38,28,37,40,42,9,9,11,19,8,6,13,9,7,8,19,21,29,16,20,21,18,16,26,26,14150
